time(hour)	isotherm(m)
22.00000000 -0.00371
22.08333333 0.00379
22.16666667 0.01141
22.25000000 0.01905
22.33333333 0.02645
22.41666667 0.03355
22.50000000 0.04029
22.58333333 0.04640
22.66666667 0.05166
22.75000000 0.05621
22.83333333 0.06046
22.91666667 0.06469
23.00000000 0.06904
23.08333333 0.07361
23.16666667 0.07792
23.25000000 0.08150
23.33333333 0.08494
23.41666667 0.08821
23.50000000 0.09068
23.58333333 0.09232
23.66666667 0.09313
23.75000000 0.09250
23.83333333 0.09043
23.91666667 0.08759
24.00000000 0.08401
24.08333333 0.07971
24.16666667 0.07475
24.25000000 0.06874
24.33333333 0.06101
24.41666667 0.05207
24.50000000 0.04252
24.58333333 0.03245
24.66666667 0.02169
24.75000000 0.01018
24.83333333 -0.00144
24.91666667 -0.01359
25.00000000 -0.02615
25.08333333 -0.03910
25.16666667 -0.05158
25.25000000 -0.06418
25.33333333 -0.07802
25.41666667 -0.09156
25.50000000 -0.10366
25.58333333 -0.11407
25.66666667 -0.12324
25.75000000 -0.13064
25.83333333 -0.13621
25.91666667 -0.14052
26.00000000 -0.14356
26.08333333 -0.14461
26.16666667 -0.14437
26.25000000 -0.14287
26.33333333 -0.13942
26.41666667 -0.13478
26.50000000 -0.12900
26.58333333 -0.12213
26.66666667 -0.11424
26.75000000 -0.10542
26.83333333 -0.09522
26.91666667 -0.08427
27.00000000 -0.07321
27.08333333 -0.06162
27.16666667 -0.05027
27.25000000 -0.04001
27.33333333 -0.03023
27.41666667 -0.02027
27.50000000 -0.01040
27.58333333 -0.00072
27.66666667 0.00906
27.75000000 0.01867
27.83333333 0.02728
27.91666667 0.03501
28.00000000 0.04193
28.08333333 0.04769
28.16666667 0.05265
28.25000000 0.05710
28.33333333 0.06132
28.41666667 0.06496
28.50000000 0.06811
28.58333333 0.07107
28.66666667 0.07336
28.75000000 0.07529
28.83333333 0.07716
28.91666667 0.07863
29.00000000 0.07940
29.08333333 0.07971
29.16666667 0.07870
29.25000000 0.07614
29.33333333 0.07323
29.41666667 0.07057
29.50000000 0.06730
29.58333333 0.06291
29.66666667 0.05801
29.75000000 0.05264
29.83333333 0.04686
29.91666667 0.04071
30.00000000 0.03385
30.08333333 0.02633
30.16666667 0.01865
30.25000000 0.01056
30.33333333 0.00180
30.41666667 -0.00721
30.50000000 -0.01607
30.58333333 -0.02496
30.66666667 -0.03380
30.75000000 -0.04226
30.83333333 -0.05066
30.91666667 -0.05911
31.00000000 -0.06715
31.08333333 -0.07466
31.16666667 -0.08159
31.25000000 -0.08816
31.33333333 -0.09432
31.41666667 -0.09958
31.50000000 -0.10392
31.58333333 -0.10730
31.66666667 -0.10970
31.75000000 -0.11053
31.83333333 -0.10981
31.91666667 -0.10813
32.00000000 -0.10532
32.08333333 -0.10142
32.16666667 -0.09667
32.25000000 -0.09111
32.33333333 -0.08479
32.41666667 -0.07797
32.50000000 -0.07086
32.58333333 -0.06345
32.66666667 -0.05566
32.75000000 -0.04746
32.83333333 -0.03932
32.91666667 -0.03078
33.00000000 -0.02154
33.08333333 -0.01262
33.16666667 -0.00399
33.25000000 0.00485
33.33333333 0.01356
33.41666667 0.02193
33.50000000 0.03002
33.58333333 0.03767
33.66666667 0.04471
33.75000000 0.05072
33.83333333 0.05577
33.91666667 0.06033
34.00000000 0.06431
34.08333333 0.06769
34.16666667 0.07040
34.25000000 0.07246
34.33333333 0.07390
34.41666667 0.07472
34.50000000 0.07500
34.58333333 0.07461
34.66666667 0.07349
34.75000000 0.07174
34.83333333 0.06937
34.91666667 0.06648
35.00000000 0.06310
35.08333333 0.05919
35.16666667 0.05479
35.25000000 0.04913
35.33333333 0.04228
35.41666667 0.03514
35.50000000 0.02703
35.58333333 0.01808
35.66666667 0.00914
35.75000000 0.00031
35.83333333 -0.00771
35.91666667 -0.01550
36.00000000 -0.02359
36.08333333 -0.03086
36.16666667 -0.03726
36.25000000 -0.04323
36.33333333 -0.04875
36.41666667 -0.05377
36.50000000 -0.05829
36.58333333 -0.06167
36.66666667 -0.06388
36.75000000 -0.06547
36.83333333 -0.06640
36.91666667 -0.06675
37.00000000 -0.06650
37.08333333 -0.06567
37.16666667 -0.06419
37.25000000 -0.06124
37.33333333 -0.05692
37.41666667 -0.05213
37.50000000 -0.04693
37.58333333 -0.04136
37.66666667 -0.03548
37.75000000 -0.03010
37.83333333 -0.02451
37.91666667 -0.01885
38.00000000 -0.01394
38.08333333 -0.00895
38.16666667 -0.00393
38.25000000 0.00108
38.33333333 0.00604
38.41666667 0.01089
38.50000000 0.01560
38.58333333 0.02023
38.66666667 0.02472
38.75000000 0.02896
38.83333333 0.03290
38.91666667 0.03728
39.00000000 0.04205
39.08333333 0.04640
39.16666667 0.04954
39.25000000 0.05145
39.33333333 0.05289
39.41666667 0.05384
39.50000000 0.05431
39.58333333 0.05444
39.66666667 0.05423
39.75000000 0.05354
39.83333333 0.05300
39.91666667 0.05290
40.00000000 0.05259
40.08333333 0.05242
40.16666667 0.05281
40.25000000 0.05318
40.33333333 0.05349
40.41666667 0.05376
40.50000000 0.05416
40.58333333 0.05470
40.66666667 0.05475
40.75000000 0.05432
40.83333333 0.05444
40.91666667 0.05511
41.00000000 0.05528
41.08333333 0.05497
41.16666667 0.05418
41.25000000 0.05291
41.33333333 0.05119
41.41666667 0.04903
41.50000000 0.04714
41.58333333 0.04556
41.66666667 0.04363
41.75000000 0.04135
41.83333333 0.03873
41.91666667 0.03579
42.00000000 0.03256
42.08333333 0.02908
42.16666667 0.02577
42.25000000 0.02269
42.33333333 0.01937
42.41666667 0.01592
42.50000000 0.01241
42.58333333 0.00883
42.66666667 0.00554
42.75000000 0.00267
42.83333333 -0.00012
42.91666667 -0.00288
43.00000000 -0.00574
43.08333333 -0.00868
43.16666667 -0.01189
43.25000000 -0.01533
43.33333333 -0.01860
43.41666667 -0.02167
43.50000000 -0.02453
43.58333333 -0.02714
43.66666667 -0.02949
43.75000000 -0.03156
43.83333333 -0.03368
43.91666667 -0.03582
44.00000000 -0.03760
44.08333333 -0.03899
44.16666667 -0.03997
44.25000000 -0.04062
44.33333333 -0.04092
44.41666667 -0.04171
44.50000000 -0.04295
44.58333333 -0.04472
44.66666667 -0.04699
44.75000000 -0.04791
44.83333333 -0.04768
44.91666667 -0.04833
45.00000000 -0.04964
45.08333333 -0.05116
45.16666667 -0.05351
45.25000000 -0.05640
45.33333333 -0.05916
45.41666667 -0.06137
45.50000000 -0.06302
45.58333333 -0.06350
45.66666667 -0.06283
45.75000000 -0.06160
45.83333333 -0.05984
45.91666667 -0.05789
46.00000000 -0.05575
46.08333333 -0.05314
46.16666667 -0.05009
46.25000000 -0.04620
46.33333333 -0.04121
46.41666667 -0.03557
46.50000000 -0.02924
46.58333333 -0.02227
46.66666667 -0.01517
46.75000000 -0.00771
46.83333333 0.00062
46.91666667 0.00943
47.00000000 0.01807
47.08333333 0.02648
47.16666667 0.03432
47.25000000 0.04091
47.33333333 0.04647
47.41666667 0.05157
47.50000000 0.05617
47.58333333 0.06022
47.66666667 0.06371
47.75000000 0.06660
47.83333333 0.06887
47.91666667 0.07052
48.00000000 0.07214
48.08333333 0.07311
48.16666667 0.07281
48.25000000 0.07187
48.33333333 0.07054
48.41666667 0.06884
48.50000000 0.06588
48.58333333 0.06171
48.66666667 0.05659
48.75000000 0.05058
48.83333333 0.04419
48.91666667 0.03746
49.00000000 0.02961
49.08333333 0.02071
49.16666667 0.01198
49.25000000 0.00322
49.33333333 -0.00575
49.41666667 -0.01535
49.50000000 -0.02492
49.58333333 -0.03426
49.66666667 -0.04389
49.75000000 -0.05304
49.83333333 -0.06163
49.91666667 -0.06967
50.00000000 -0.07709
50.08333333 -0.08368
50.16666667 -0.08948
50.25000000 -0.09450
50.33333333 -0.09863
50.41666667 -0.10186
50.50000000 -0.10416
50.58333333 -0.10551
50.66666667 -0.10592
50.75000000 -0.10540
50.83333333 -0.10477
50.91666667 -0.10405
51.00000000 -0.10242
51.08333333 -0.09990
51.16666667 -0.09652
51.25000000 -0.09232
51.33333333 -0.08734
51.41666667 -0.08161
51.50000000 -0.07517
51.58333333 -0.06813
51.66666667 -0.06055
51.75000000 -0.05251
51.83333333 -0.04406
51.91666667 -0.03597
52.00000000 -0.02843
52.08333333 -0.02072
52.16666667 -0.01274
52.25000000 -0.00459
52.33333333 0.00352
52.41666667 0.01147
52.50000000 0.01924
52.58333333 0.02669
52.66666667 0.03377
52.75000000 0.04120
52.83333333 0.04887
52.91666667 0.05524
53.00000000 0.06113
53.08333333 0.06723
53.16666667 0.07269
53.25000000 0.07745
53.33333333 0.08148
53.41666667 0.08476
53.50000000 0.08723
53.58333333 0.08817
53.66666667 0.08762
53.75000000 0.08629
53.83333333 0.08490
53.91666667 0.08345
54.00000000 0.08127
54.08333333 0.07837
54.16666667 0.07476
54.25000000 0.07121
54.33333333 0.06774
54.41666667 0.06307
54.50000000 0.05788
54.58333333 0.05222
54.66666667 0.04552
54.75000000 0.03847
54.83333333 0.03116
54.91666667 0.02369
55.00000000 0.01553
55.08333333 0.00676
55.16666667 -0.00192
55.25000000 -0.00992
55.33333333 -0.01771
55.41666667 -0.02576
55.50000000 -0.03340
55.58333333 -0.04055
55.66666667 -0.04725
55.75000000 -0.05347
55.83333333 -0.05920
55.91666667 -0.06391
56.00000000 -0.06755
56.08333333 -0.07056
56.16666667 -0.07287
56.25000000 -0.07450
56.33333333 -0.07544
56.41666667 -0.07569
56.50000000 -0.07528
56.58333333 -0.07457
56.66666667 -0.07359
56.75000000 -0.07194
56.83333333 -0.06965
56.91666667 -0.06712
57.00000000 -0.06441
57.08333333 -0.06119
57.16666667 -0.05746
57.25000000 -0.05329
57.33333333 -0.04877
57.41666667 -0.04389
57.50000000 -0.03868
57.58333333 -0.03321
57.66666667 -0.02714
57.75000000 -0.02048
57.83333333 -0.01370
57.91666667 -0.00689
58.00000000 -0.00009
58.08333333 0.00665
58.16666667 0.01327
58.25000000 0.01968
58.33333333 0.02582
58.41666667 0.03216
58.50000000 0.03861
58.58333333 0.04465
58.66666667 0.05024
58.75000000 0.05532
58.83333333 0.05985
58.91666667 0.06331
59.00000000 0.06567
59.08333333 0.06739
59.16666667 0.06846
59.25000000 0.06892
59.33333333 0.06876
59.41666667 0.06796
59.50000000 0.06608
59.58333333 0.06367
59.66666667 0.06125
59.75000000 0.05835
59.83333333 0.05496
59.91666667 0.05112
60.00000000 0.04687
60.08333333 0.04220
60.16666667 0.03716
60.25000000 0.03188
60.33333333 0.02636
60.41666667 0.02063
60.50000000 0.01477
60.58333333 0.00884
60.66666667 0.00288
60.75000000 -0.00301
60.83333333 -0.00874
60.91666667 -0.01434
61.00000000 -0.02026
61.08333333 -0.02594
61.16666667 -0.03129
61.25000000 -0.03671
61.33333333 -0.04176
61.41666667 -0.04634
61.50000000 -0.05042
61.58333333 -0.05402
61.66666667 -0.05710
61.75000000 -0.05965
61.83333333 -0.06170
61.91666667 -0.06324
62.00000000 -0.06377
62.08333333 -0.06332
62.16666667 -0.06239
62.25000000 -0.06100
62.33333333 -0.05913
62.41666667 -0.05620
62.50000000 -0.05225
62.58333333 -0.04789
62.66666667 -0.04312
62.75000000 -0.03718
62.83333333 -0.03097
62.91666667 -0.02454
63.00000000 -0.01712
63.08333333 -0.00961
63.16666667 -0.00210
63.25000000 0.00640
63.33333333 0.01579
63.41666667 0.02469
63.50000000 0.03226
63.58333333 0.03871
63.66666667 0.04475
63.75000000 0.05034
63.83333333 0.05543
63.91666667 0.05999
64.00000000 0.06398
64.08333333 0.06736
64.16666667 0.07011
64.25000000 0.07222
64.33333333 0.07368
64.41666667 0.07446
64.50000000 0.07369
64.58333333 0.07135
64.66666667 0.06837
64.75000000 0.06479
64.83333333 0.06064
64.91666667 0.05695
65.00000000 0.05375
65.08333333 0.05009
65.16666667 0.04603
65.25000000 0.04160
65.33333333 0.03685
65.41666667 0.03182
65.50000000 0.02655
65.58333333 0.02109
65.66666667 0.01550
65.75000000 0.01060
65.83333333 0.00641
65.91666667 0.00220
66.00000000 -0.00285
66.08333333 -0.00859
66.16666667 -0.01410
66.25000000 -0.01944
66.33333333 -0.02465
66.41666667 -0.02969
66.50000000 -0.03375
66.58333333 -0.03680
66.66666667 -0.03965
66.75000000 -0.04226
66.83333333 -0.04447
66.91666667 -0.04613
67.00000000 -0.04722
67.08333333 -0.04788
67.16666667 -0.04792
67.25000000 -0.04735
67.33333333 -0.04610
67.41666667 -0.04419
67.50000000 -0.04191
67.58333333 -0.03928
67.66666667 -0.03633
67.75000000 -0.03309
67.83333333 -0.02958
67.91666667 -0.02584
68.00000000 -0.02191
68.08333333 -0.01783
68.16666667 -0.01363
68.25000000 -0.00934
68.33333333 -0.00501
68.41666667 -0.00068
68.50000000 0.00361
68.58333333 0.00784
68.66666667 0.01195
68.75000000 0.01592
68.83333333 0.01972
68.91666667 0.02330
69.00000000 0.02664
69.08333333 0.02883
69.16666667 0.02985
69.25000000 0.03060
69.33333333 0.03107
69.41666667 0.03126
69.50000000 0.03118
69.58333333 0.03068
69.66666667 0.02968
69.75000000 0.02747
69.83333333 0.02418
69.91666667 0.02071
70.00000000 0.01709
70.08333333 0.01335
70.16666667 0.00953
70.25000000 0.00566
70.33333333 0.00178
70.41666667 -0.00208
70.50000000 -0.00589
70.58333333 -0.00961
70.66666667 -0.01321
70.75000000 -0.01666
70.83333333 -0.02079
70.91666667 -0.02555
71.00000000 -0.03005
71.08333333 -0.03424
71.16666667 -0.03808
71.25000000 -0.04167
71.33333333 -0.04497
71.41666667 -0.04785
71.50000000 -0.05027
71.58333333 -0.05223
71.66666667 -0.05371
71.75000000 -0.05483
71.83333333 -0.05641
71.91666667 -0.05828
72.00000000 -0.05898
72.08333333 -0.05851
72.16666667 -0.05752
72.25000000 -0.05604
72.33333333 -0.05407
72.41666667 -0.05165
72.50000000 -0.04879
72.58333333 -0.04553
72.66666667 -0.04173
72.75000000 -0.03760
72.83333333 -0.03317
72.91666667 -0.02808
73.00000000 -0.02253
73.08333333 -0.01675
73.16666667 -0.01069
73.25000000 -0.00459
73.33333333 0.00141
73.41666667 0.00724
73.50000000 0.01286
73.58333333 0.01819
73.66666667 0.02410
73.75000000 0.03064
73.83333333 0.03594
73.91666667 0.03985
74.00000000 0.04324
74.08333333 0.04634
74.16666667 0.04915
74.25000000 0.05149
74.33333333 0.05336
74.41666667 0.05474
74.50000000 0.05656
74.58333333 0.05876
74.66666667 0.06037
74.75000000 0.06148
74.83333333 0.06277
74.91666667 0.06419
75.00000000 0.06505
75.08333333 0.06534
75.16666667 0.06445
75.25000000 0.06241
75.33333333 0.05983
75.41666667 0.05677
75.50000000 0.05328
75.58333333 0.04936
75.66666667 0.04505
75.75000000 0.03982
75.83333333 0.03373
75.91666667 0.02740
76.00000000 0.02038
76.08333333 0.01274
76.16666667 0.00506
76.25000000 -0.00259
76.33333333 -0.01014
76.41666667 -0.01753
76.50000000 -0.02471
76.58333333 -0.03159
76.66666667 -0.03813
76.75000000 -0.04427
76.83333333 -0.04997
76.91666667 -0.05517
77.00000000 -0.05983
77.08333333 -0.06392
77.16666667 -0.06696
77.25000000 -0.06897
77.33333333 -0.06978
77.41666667 -0.06935
77.50000000 -0.06829
77.58333333 -0.06661
77.66666667 -0.06435
77.75000000 -0.06152
77.83333333 -0.05816
77.91666667 -0.05430
78.00000000 -0.05000
78.08333333 -0.04530
78.16666667 -0.03970
78.25000000 -0.03382
78.33333333 -0.02825
78.41666667 -0.02193
78.50000000 -0.01491
78.58333333 -0.00745
78.66666667 0.00039
78.75000000 0.00815
78.83333333 0.01577
78.91666667 0.02318
79.00000000 0.02990
79.08333333 0.03587
79.16666667 0.04144
79.25000000 0.04660
79.33333333 0.05129
79.41666667 0.05549
79.50000000 0.05916
79.58333333 0.06228
79.66666667 0.06481
79.75000000 0.06631
79.83333333 0.06677
79.91666667 0.06664
80.00000000 0.06592
80.08333333 0.06462
80.16666667 0.06277
80.25000000 0.06038
80.33333333 0.05750
80.41666667 0.05415
80.50000000 0.05037
80.58333333 0.04618
80.66666667 0.04162
80.75000000 0.03674
80.83333333 0.03157
80.91666667 0.02618
81.00000000 0.02060
81.08333333 0.01487
81.16666667 0.00866
81.25000000 0.00202
81.33333333 -0.00453
81.41666667 -0.01093
81.50000000 -0.01718
81.58333333 -0.02322
81.66666667 -0.02899
81.75000000 -0.03481
81.83333333 -0.04062
81.91666667 -0.04604
82.00000000 -0.05108
82.08333333 -0.05566
82.16666667 -0.06005
82.25000000 -0.06421
82.33333333 -0.06777
82.41666667 -0.07075
82.50000000 -0.07317
82.58333333 -0.07505
82.66666667 -0.07637
82.75000000 -0.07706
82.83333333 -0.07707
82.91666667 -0.07633
83.00000000 -0.07493
83.08333333 -0.07301
83.16666667 -0.07054
83.25000000 -0.06747
83.33333333 -0.06391
83.41666667 -0.05998
83.50000000 -0.05564
83.58333333 -0.05094
83.66666667 -0.04594
83.75000000 -0.04057
83.83333333 -0.03500
83.91666667 -0.02928
84.00000000 -0.02335
84.08333333 -0.01739
84.16666667 -0.01145
84.25000000 -0.00546
84.33333333 0.00052
84.41666667 0.00598
84.50000000 0.01088
84.58333333 0.01564
84.66666667 0.01964
84.75000000 0.02286
84.83333333 0.02567
84.91666667 0.02804
85.00000000 0.02974
85.08333333 0.03135
85.16666667 0.03286
85.25000000 0.03369
85.33333333 0.03476
85.41666667 0.03605
85.50000000 0.03702
85.58333333 0.03728
85.66666667 0.03683
85.75000000 0.03644
85.83333333 0.03610
85.91666667 0.03544
86.00000000 0.03502
86.08333333 0.03445
86.16666667 0.03317
86.25000000 0.03176
86.33333333 0.03020
86.41666667 0.02852
86.50000000 0.02639
86.58333333 0.02370
86.66666667 0.02082
86.75000000 0.01766
86.83333333 0.01424
86.91666667 0.01107
87.00000000 0.00819
87.08333333 0.00527
87.16666667 0.00232
87.25000000 -0.00062
87.33333333 -0.00314
87.41666667 -0.00549
87.50000000 -0.00817
87.58333333 -0.01058
87.66666667 -0.01254
87.75000000 -0.01437
87.83333333 -0.01623
87.91666667 -0.01810
88.00000000 -0.01920
88.08333333 -0.01937
88.16666667 -0.01912
88.25000000 -0.01858
88.33333333 -0.01788
88.41666667 -0.01692
88.50000000 -0.01562
88.58333333 -0.01411
88.66666667 -0.01240
88.75000000 -0.01052
88.83333333 -0.00856
88.91666667 -0.00601
89.00000000 -0.00290
89.08333333 0.00020
89.16666667 0.00332
89.25000000 0.00643
89.33333333 0.00940
89.41666667 0.01169
89.50000000 0.01324
89.58333333 0.01457
89.66666667 0.01567
89.75000000 0.01653
89.83333333 0.01733
89.91666667 0.01862
90.00000000 0.01973
90.08333333 0.02000
90.16666667 0.02001
90.25000000 0.01983
90.33333333 0.01949
90.41666667 0.01886
90.50000000 0.01798
90.58333333 0.01694
90.66666667 0.01576
90.75000000 0.01433
90.83333333 0.01267
90.91666667 0.01092
91.00000000 0.00908
91.08333333 0.00718
91.16666667 0.00524
91.25000000 0.00326
91.33333333 0.00128
91.41666667 -0.00004
91.50000000 -0.00122
91.58333333 -0.00292
91.66666667 -0.00458
91.75000000 -0.00618
91.83333333 -0.00783
91.91666667 -0.00886
92.00000000 -0.00914
92.08333333 -0.00934
92.16666667 -0.00955
92.25000000 -0.00976
92.33333333 -0.00907
92.41666667 -0.00748
92.50000000 -0.00588
92.58333333 -0.00428
92.66666667 -0.00266
92.75000000 -0.00104
92.83333333 0.00058
92.91666667 0.00218
93.00000000 0.00374
93.08333333 0.00526
93.16666667 0.00667
93.25000000 0.00800
93.33333333 0.01033
93.41666667 0.01358
93.50000000 0.01668
93.58333333 0.01961
93.66666667 0.02247
93.75000000 0.02525
93.83333333 0.02778
93.91666667 0.02887
94.00000000 0.02852
94.08333333 0.02792
94.16666667 0.02703
94.25000000 0.02586
94.33333333 0.02447
94.41666667 0.02288
94.50000000 0.02115
94.58333333 0.01841
94.66666667 0.01464
94.75000000 0.01077
94.83333333 0.00684
94.91666667 0.00289
95.00000000 -0.00105
95.08333333 -0.00494
95.16666667 -0.00875
95.25000000 -0.01245
95.33333333 -0.01589
95.41666667 -0.01895
95.50000000 -0.02171
95.58333333 -0.02418
95.66666667 -0.02633
95.75000000 -0.02840
95.83333333 -0.03028
95.91666667 -0.03188
96.00000000 -0.03318
96.08333333 -0.03408
96.16666667 -0.03547
96.25000000 -0.03750
96.33333333 -0.03935
96.41666667 -0.04083
96.50000000 -0.04193
96.58333333 -0.04265
96.66666667 -0.04283
96.75000000 -0.04306
96.83333333 -0.04370
96.91666667 -0.04415
97.00000000 -0.04420
97.08333333 -0.04386
97.16666667 -0.04314
97.25000000 -0.04185
97.33333333 -0.04000
97.41666667 -0.03764
97.50000000 -0.03466
97.58333333 -0.03112
97.66666667 -0.02721
97.75000000 -0.02309
97.83333333 -0.01830
97.91666667 -0.01287
98.00000000 -0.00729
98.08333333 -0.00160
98.16666667 0.00413
98.25000000 0.00976
98.33333333 0.01469
98.41666667 0.01906
98.50000000 0.02321
98.58333333 0.02713
98.66666667 0.03125
98.75000000 0.03545
98.83333333 0.03929
98.91666667 0.04266
99.00000000 0.04562
99.08333333 0.04824
99.16666667 0.05042
99.25000000 0.05212
99.33333333 0.05335
99.41666667 0.05410
99.50000000 0.05497
99.58333333 0.05544
99.66666667 0.05541
99.75000000 0.05547
99.83333333 0.05508
99.91666667 0.05422
100.00000000 0.05293
100.08333333 0.05122
100.16666667 0.04854
100.25000000 0.04490
100.33333333 0.04096
100.41666667 0.03677
100.50000000 0.03222
100.58333333 0.02737
100.66666667 0.02232
100.75000000 0.01763
100.83333333 0.01332
100.91666667 0.00837
101.00000000 0.00280
101.08333333 -0.00282
101.16666667 -0.00836
101.25000000 -0.01377
