time(hour)	isotherm(m)
0.00000000 15.22525
0.08333333 15.20861
0.16666667 15.20861
0.25000000 15.20861
0.33333333 15.22983
0.41666667 15.27918
0.50000000 15.25983
0.58333333 15.30861
0.66666667 15.35920
0.75000000 15.35920
0.83333333 15.36031
0.91666667 15.36236
1.00000000 15.36136
1.08333333 15.38689
1.16666667 15.38651
1.25000000 15.35803
1.33333333 15.32926
1.41666667 15.30353
1.50000000 15.32926
1.58333333 15.32926
1.66666667 15.35679
1.75000000 15.38612
1.83333333 15.48892
1.91666667 15.63949
2.00000000 15.77001
2.08333333 15.74691
2.16666667 15.88423
2.25000000 15.85578
2.33333333 15.74691
2.41666667 15.62355
2.50000000 15.48258
2.58333333 15.48258
2.66666667 15.38689
2.75000000 15.38724
2.83333333 15.38758
2.91666667 15.38758
3.00000000 15.38724
3.08333333 15.48258
3.16666667 15.74691
3.25000000 15.74691
3.33333333 15.62355
3.41666667 15.48258
3.50000000 15.48258
3.58333333 15.47708
3.66666667 15.38689
3.75000000 15.38651
3.83333333 15.47708
3.91666667 15.38524
4.00000000 15.35259
4.08333333 15.28791
4.16666667 15.24021
4.25000000 15.24021
4.33333333 15.18431
4.41666667 15.17689
4.50000000 15.21130
4.58333333 15.21130
4.66666667 15.24021
4.75000000 15.24021
4.83333333 15.24021
4.91666667 15.21130
5.00000000 15.24021
5.08333333 15.27126
5.16666667 15.24576
5.25000000 15.21764
5.33333333 15.21764
5.41666667 15.19783
5.50000000 15.19133
5.58333333 15.19783
5.66666667 15.19783
5.75000000 15.19783
5.83333333 15.20401
5.91666667 15.20976
6.00000000 15.21524
6.08333333 15.24373
6.16666667 15.25220
6.25000000 15.25612
6.33333333 15.25983
6.41666667 15.26333
6.50000000 15.25612
6.58333333 15.24810
6.66666667 15.24373
6.75000000 15.21524
6.83333333 15.20401
6.91666667 15.20976
7.00000000 15.21524
7.08333333 15.19783
7.16666667 15.20458
7.25000000 15.25089
7.33333333 15.27580
7.41666667 15.28828
7.50000000 15.29363
7.58333333 15.36330
7.66666667 15.36330
7.75000000 15.36330
7.83333333 15.33966
7.91666667 15.27858
8.00000000 15.28124
8.08333333 15.25955
8.16666667 15.24133
8.25000000 15.25955
8.33333333 15.25955
8.41666667 15.26256
8.50000000 15.27858
8.58333333 15.27583
8.66666667 15.26988
8.75000000 15.29102
8.83333333 15.31321
8.91666667 15.31737
9.00000000 15.33966
9.08333333 15.31737
9.16666667 15.29612
9.25000000 15.29612
9.33333333 15.26256
9.41666667 15.24466
9.50000000 15.23096
9.58333333 15.22748
9.66666667 15.20711
9.75000000 15.20711
9.83333333 15.21619
9.91666667 15.23047
10.00000000 15.20861
10.08333333 15.17729
10.16666667 15.19265
10.25000000 15.26024
10.33333333 15.23915
10.41666667 15.22036
10.50000000 15.19265
10.58333333 15.18042
10.66666667 15.19783
10.75000000 15.16666
10.83333333 15.16666
10.91666667 15.17371
11.00000000 15.18042
11.08333333 15.15818
11.16666667 15.15100
11.25000000 15.14348
11.33333333 15.19133
11.41666667 15.22351
11.50000000 15.18042
11.58333333 15.15818
11.66666667 15.15818
11.75000000 15.15818
11.83333333 15.16488
11.91666667 15.15104
12.00000000 15.15104
12.08333333 15.15104
12.16666667 15.12471
12.25000000 15.13183
12.33333333 15.11339
12.41666667 15.10598
12.50000000 15.09826
12.58333333 15.09826
12.66666667 15.09826
12.75000000 15.10598
12.83333333 15.12036
12.91666667 15.12707
13.00000000 15.13950
13.08333333 15.14534
13.16666667 15.13950
13.25000000 15.16927
13.33333333 15.22525
13.41666667 15.26848
13.50000000 15.27226
13.58333333 15.24810
13.66666667 15.22983
13.75000000 15.22983
13.83333333 15.22036
13.91666667 15.21524
14.00000000 15.21524
14.08333333 15.22525
14.16666667 15.23915
14.25000000 15.23915
14.33333333 15.23423
14.41666667 15.22907
14.50000000 15.26024
14.58333333 15.26024
14.66666667 15.28791
14.75000000 15.26024
14.83333333 15.28016
14.91666667 15.26632
15.00000000 15.29672
15.08333333 15.33604
15.16666667 15.33873
15.25000000 15.30824
15.33333333 15.28016
15.41666667 15.25574
15.50000000 15.28418
15.58333333 15.25574
15.66666667 15.25574
15.75000000 15.25574
15.83333333 15.25089
15.91666667 15.24576
16.00000000 15.24576
16.08333333 15.21764
16.16666667 15.22351
16.25000000 15.20401
16.33333333 15.20976
16.41666667 15.20976
16.50000000 15.20401
16.58333333 15.19783
16.66666667 15.20976
16.75000000 15.19265
16.83333333 15.22036
16.91666667 15.22036
17.00000000 15.20976
17.08333333 15.20401
17.16666667 15.20401
17.25000000 15.20976
17.33333333 15.18668
17.41666667 15.18668
17.50000000 15.17371
17.58333333 15.17371
17.66666667 15.21524
17.75000000 15.22525
17.83333333 15.23841
17.91666667 15.23841
18.00000000 15.22983
18.08333333 15.22036
18.16666667 15.23915
18.25000000 15.24373
18.33333333 15.22525
18.41666667 15.20861
18.50000000 15.22525
18.58333333 15.21524
18.66666667 15.23423
18.75000000 15.25089
18.83333333 15.24021
18.91666667 15.21764
19.00000000 15.18431
19.08333333 15.15906
19.16666667 15.15906
19.25000000 15.15105
19.33333333 15.15105
